,prompt,orig_completion,completion
88,How many Session Per User we had this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""none"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:sessions_per_user,qf:-,qb:-}"
89,How many Session Per User we had today,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""none"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:sessions_per_user,qf:-,qb:-}"
90,How many Session Per User we had yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""sessions_per_user"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""none"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:sessions_per_user,qf:-,qb:-}"
91,Bounce rate,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""none"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:bounce_rate,qf:-,qb:-}"
92,Number of Bounce rate in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""none"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:bounce_rate,qf:-,qb:-}"
93,Number of Bounce rate in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""none"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:bounce_rate,qf:-,qb:-}"
94,Number of Bounce rate in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""none"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:bounce_rate,qf:-,qb:-}"
95,How many Bounce rate we had this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""none"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:bounce_rate,qf:-,qb:-}"
96,How many Bounce rate we had today,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""none"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:bounce_rate,qf:-,qb:-}"
97,How many Bounce rate we had yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""bounce_rate"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""none"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:bounce_rate,qf:-,qb:-}"
98,New Users by Source,"{""query_type"": ""kpi"", ""query_entity_1"": ""new_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$source"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:new_users,qf:-,qb:source}"
99,What's the breakdown of New Users by Source in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""new_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$source"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:new_users,qf:-,qb:source}"
100,What's the breakdown of New Users by Source in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""new_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$source"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:new_users,qf:-,qb:source}"
101,What's the breakdown of New Users by Source in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""new_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$source"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:new_users,qf:-,qb:source}"
102,New Users by Medium,"{""query_type"": ""kpi"", ""query_entity_1"": ""new_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$medium"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:new_users,qf:-,qb:medium}"
103,What's the breakdown of New Users by Medium in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""new_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$medium"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:new_users,qf:-,qb:medium}"
104,What's the breakdown of New Users by Medium in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""new_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$medium"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:new_users,qf:-,qb:medium}"
105,What's the breakdown of New Users by Medium in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""new_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$medium"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:new_users,qf:-,qb:medium}"
106,New Users by Campaign,"{""query_type"": ""kpi"", ""query_entity_1"": ""new_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$campaign"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:new_users,qf:-,qb:campaign}"
107,What's the breakdown of New Users by Campaign in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""new_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$campaign"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:new_users,qf:-,qb:campaign}"
108,What's the breakdown of New Users by Campaign in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""new_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$campaign"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:new_users,qf:-,qb:campaign}"
109,What's the breakdown of New Users by Campaign in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""new_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$campaign"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:new_users,qf:-,qb:campaign}"
110,New Users by Adgroup,"{""query_type"": ""kpi"", ""query_entity_1"": ""new_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$adgroup"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:new_users,qf:-,qb:adgroup}"
111,What's the breakdown of New Users by Adgroup in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""new_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$adgroup"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:new_users,qf:-,qb:adgroup}"
112,What's the breakdown of New Users by Adgroup in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""new_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$adgroup"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:new_users,qf:-,qb:adgroup}"
113,What's the breakdown of New Users by Adgroup in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""new_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$adgroup"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:new_users,qf:-,qb:adgroup}"
114,New Users by Keyword,"{""query_type"": ""kpi"", ""query_entity_1"": ""new_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$keyword"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:new_users,qf:-,qb:keyword}"
115,What's the breakdown of New Users by Keyword in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""new_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$keyword"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:new_users,qf:-,qb:keyword}"
116,What's the breakdown of New Users by Keyword in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""new_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$keyword"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:new_users,qf:-,qb:keyword}"
117,What's the breakdown of New Users by Keyword in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""new_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$keyword"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:new_users,qf:-,qb:keyword}"
118,New Users by Content,"{""query_type"": ""kpi"", ""query_entity_1"": ""new_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$content"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:new_users,qf:-,qb:content}"
119,What's the breakdown of New Users by Content in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""new_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$content"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:new_users,qf:-,qb:content}"
120,What's the breakdown of New Users by Content in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""new_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$content"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:new_users,qf:-,qb:content}"
121,What's the breakdown of New Users by Content in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""new_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$content"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:new_users,qf:-,qb:content}"
122,New Users by Channel,"{""query_type"": ""kpi"", ""query_entity_1"": ""new_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$channel"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:new_users,qf:-,qb:channel}"
123,What's the breakdown of New Users by Channel in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""new_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$channel"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:new_users,qf:-,qb:channel}"
124,What's the breakdown of New Users by Channel in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""new_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$channel"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:new_users,qf:-,qb:channel}"
125,What's the breakdown of New Users by Channel in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""new_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$channel"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:new_users,qf:-,qb:channel}"
126,New Users by Referrer URL,"{""query_type"": ""kpi"", ""query_entity_1"": ""new_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_referrer_url"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:new_users,qf:-,qb:initial_referrer_url}"
127,What's the breakdown of New Users by Referrer URL in this month,"{""query_type"": ""kpi"", ""query_entity_1"": ""new_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_referrer_url"",               ""time_range"": ""this_month"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:this_month,qe:new_users,qf:-,qb:initial_referrer_url}"
128,What's the breakdown of New Users by Referrer URL in today,"{""query_type"": ""kpi"", ""query_entity_1"": ""new_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_referrer_url"",               ""time_range"": ""today"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:today,qe:new_users,qf:-,qb:initial_referrer_url}"
129,What's the breakdown of New Users by Referrer URL in yesterday,"{""query_type"": ""kpi"", ""query_entity_1"": ""new_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_referrer_url"",               ""time_range"": ""yesterday"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:yesterday,qe:new_users,qf:-,qb:initial_referrer_url}"
130,New Users by Landing Page URL,"{""query_type"": ""kpi"", ""query_entity_1"": ""new_users"",               ""query_filter_1"":""none"", ""query_breakdown_1"": ""$initial_page_url"",               ""time_range"": ""default"", ""start_time"": ""default"", ""end_time"": ""default""}","{qt:kpi,time:-,qe:new_users,qf:-,qb:initial_page_url}"
